index,id,created_at,text,author.id,author.created_at,author.username,author.location,author.public_metrics.followers_count,geo.full_name,public_metrics.like_count,public_metrics.retweet_count,sentiment
886,1080614583063191552,2019-01-02 23:59:28+00:00,@dubsvibes Half baked was so good i entered 2019 raw vegan,53225826,2009-07-02T23:33:56.000Z,Krisplashed,Barclays Center,19706,,0,0,0.5777
887,1080614577937809408,2019-01-02 23:59:26+00:00,"One thing my boyfriend and I wanna accomplish this year is reducing our meat intake by 20-30%, so I need to find good vegetarian/vegan cook books",300688573,2011-05-18T05:54:04.000Z,AalaBayla,"The Woodlands, TX",584,,0,0,0.6908
888,1080614575102414849,2019-01-02 23:59:26+00:00,@piersmorgan Huh I’m not oddly attracted to the idea of being vegan turns out all you hard to do all along to turn me away from steak was say “you know Piers Morgan isn’t one of us”,358713342,2011-08-20T11:14:08.000Z,Ben_Dunk,"Oxford, England ",11,,0,0,-0.4082
892,1080614566487359488,2019-01-02 23:59:24+00:00,"Screw your vegan sausage rolls, this is the Greggs scandal to get invested in https://t.co/ew1PkTgEh0",52754750,2009-07-01T15:26:54.000Z,JoffCallaghan,Yorkshire,90,,1,0,-0.5106
894,1080614558677565440,2019-01-02 23:59:22+00:00,"Feel Bloated? Eat More Veggies! Get Healthy this Year! Easy Nutrition Tips, Vegan Meal Kit Review https://t.co/TF0OMTsW44",1310530902,2013-03-28T13:06:12.000Z,AVA360Community,World Wide,178,,0,0,0.7542
897,1080614551706583040,2019-01-02 23:59:20+00:00,"Trying a new recipe for a ""Super Ridiculous All Natural Non-GMO No Preservatives Human-Finger-Free 106% Organic Free-Range Vegan Veggie Stew"" and I think I nailed it! Well, might be a finger in there but I don't think it's human and it's just the tip. https://t.co/BEgFvF4gph",19905877,2009-02-02T13:24:37.000Z,paulsoaresjr,USA,93820,,84,1,0.4003
909,1080614534618988545,2019-01-02 23:59:16+00:00,@chrisinsilico @piersmorgan Depends on if the vegan sausage had a low climate impact score compared to normal,718470996899049472,2016-04-08T16:10:09.000Z,JohnMarcmail,truth,3099,,2,0,-0.2732
911,1080614532551270401,2019-01-02 23:59:16+00:00,"@GreggsOfficial Can't wait to try one :) not sure why it's offending so many people. Guess they should stop eating all the stuff vegans can eat if ""vegan"" food is so bad.",4580804062,2015-12-23T17:42:37.000Z,SarahSteel37,,6,,0,0,-0.8382
914,1080614525823475712,2019-01-02 23:59:14+00:00,Imagine being upset about a vegan sausage roll.,3178383866,2015-04-28T16:27:44.000Z,BitterTier,"Portland, OR",4091,,0,0,-0.3818
915,1080614524024180736,2019-01-02 23:59:14+00:00,"Thanks for the Almond Milk, Starbucks, but Peet's Now Has Vegan Whipped Cream https://t.co/U2a9oQUsOU",582148871,2012-05-16T20:42:36.000Z,marnie1417,dort wo ich gebraucht werde,198,,1,0,0.2382
918,1080614516017119232,2019-01-02 23:59:12+00:00,u know what fuck anyone who says vegan products won’t attract customers or be profitable i literally haven’t gone to greggs since i was 5 but you can bet your sweet ass i’m getting myself down there as soon as the vegan sausage roll hits leam spa greggs,2183239617,2013-11-16T13:51:27.000Z,bigdybbukenergy,she/her,5781,,39,0,-0.0772
919,1080614514066898944,2019-01-02 23:59:11+00:00,"Super Green Vegan Kale Pesto\n\n In the dead of winter, all I dream about is spring – green, fresh, and flavorful things to get me through. Like this super-vibrant, super-green kale pesto. It’s easy to make, incredibly versatile depending on what gr https://t.co/rkRgaEzjpz https://t.co/MC1feEWjC7",801109089325617153,2016-11-22T17:04:25.000Z,chow_hub,,1237,,0,0,0.8074
922,1080614505048989696,2019-01-02 23:59:09+00:00,"@deathmatchdaddy @mushroomemojii I’m not vegan, but I do try to avoid all beef and have mostly greens.\n\nThe people that get twisted into knots about vegans are just trying to avoid the painful introspection that comes with realizing you’ve been irresponsible with food choices your entire life.",956884309775757312,2018-01-26T13:39:32.000Z,FactsMatterPpl,"California, USA",1017,,0,0,-0.9231
923,1080614503627272193,2019-01-02 23:59:09+00:00,Vegan bacon what the absolute fck,201176116,2010-10-11T07:52:55.000Z,Jazzy_Face_, Htown baby,6885,,0,0,0.0
926,1080614501450481664,2019-01-02 23:59:08+00:00,The people who call the younger enervation snowflakes are the same people who get triggered at vegan/vegetarian food ads,608318055,2012-06-14T15:31:03.000Z,Benmeisterr,,263,,12,1,0.0
929,1080614493930037249,2019-01-02 23:59:06+00:00,Vegan sausage rolls,20238063,2009-02-06T13:57:41.000Z,Cnr_22,World,501,,0,0,0.0
934,1080614479853961217,2019-01-02 23:59:03+00:00,@UnityAddison Vegan Holocaust survivor wants to end the oppression of animals https://t.co/35jFwigxLP\n#thetruthaboutvegans,3397352692,2015-07-31T15:54:37.000Z,Rebearllious,TEOTWAWKI,316,,40,13,0.3612
935,1080614476381122561,2019-01-02 23:59:02+00:00,Do you think Piers Morgan realises no one is forcing him to be vegan? Or is he just thick? https://t.co/XEUi4iBY1c,1070488842082414592,2018-12-06T01:23:23.000Z,MeganC2301,,1737,,6,0,-0.3736
938,1080614471507165184,2019-01-02 23:59:01+00:00,"@simsimmaaa It’s good to me! Takes like bacon bits , the morning star brand i believe they’re vegetarian not vegan that was my mistake",275790333,2011-04-02T00:51:46.000Z,Chaantellie,"Los Angeles, CA",74364,,0,0,0.5093
939,1080614449193594881,2019-01-02 23:58:56+00:00,What I Eat On NEW YEARS EVE | Raw Vegan https://t.co/rkClw0knXG https://t.co/Q42NZMOcoL,931923110693097472,2017-11-18T16:32:38.000Z,Video__Recipes,,20,,0,0,0.0
942,1080614440498802690,2019-01-02 23:58:54+00:00,@paulajc56 thanks for asking - definition of vegan as per the @TheVeganSociety is to cause the least harm to animals as is practical and possible. IF the only way to live is take medication then it will be taken - this is a non vegan world we live in #vgang #truthaboutvegans #Veganuary2019,176928405,2010-08-10T20:26:06.000Z,Adrienne_Wicca,"Barnsley, England",1820,,4,0,0.6956
951,1080614405765849089,2019-01-02 23:58:45+00:00,this vegan chili i made isn't half bad. i need to look for some more plant-based recipes.,76659774,2009-09-23T14:41:23.000Z,metronprime,The library.,1134,,0,0,0.431
954,1080614399935762432,2019-01-02 23:58:44+00:00,@piersmorgan Man like piers Morgan thinks vegan sausage rolls are PC.. https://t.co/apa0QXuU2r,554388703,2012-04-15T14:33:24.000Z,Lollingenclave,,190,,0,0,0.3612
956,1080614389919764480,2019-01-02 23:58:42+00:00,"@20m A éste no le comen las alitas, o le rellenan el estómago metiéndoles un tubo por la boca hasta el mismo, para después triturarlos vivos, para hacer foie gras ?\n#animales #animalistas #Vegan",915221113168424961,2017-10-03T14:24:52.000Z,apatrida_mente,,38,,0,0,-0.296
957,1080614389487677440,2019-01-02 23:58:41+00:00,Where are some good vegan spots,210265128,2010-10-31T00:37:48.000Z,_MAEYONNI,,1250,,0,0,0.4404
963,1080614369497673728,2019-01-02 23:58:37+00:00,Read tweet too quick - though was comparing a Greggs vegan sausage roll to ‘a cum filled clown shoe’...thought was a bit harsh. https://t.co/V8CFkw2o8D,191601607,2010-09-16T21:27:44.000Z,SparklerSam,"London, England",241,,0,0,-0.4404
967,1080614365357895680,2019-01-02 23:58:36+00:00,@MyDickNeedsCPR Vegan bacon ! Gtf,201176116,2010-10-11T07:52:55.000Z,Jazzy_Face_, Htown baby,6885,,0,0,0.0
969,1080614365169176578,2019-01-02 23:58:36+00:00,@amandavallerb eh que ia começar o projeto vegan mas não deu mt certo,2854282887,2014-11-01T05:21:51.000Z,liroufreak,,598,,0,0,0.0
973,1080614362660913152,2019-01-02 23:58:35+00:00,imma go get some vegan food but i can’t decide where help,3300831510,2015-07-29T21:18:03.000Z,maxmaximilanus,Hell,492,,1,0,0.5499
974,1080614361562001409,2019-01-02 23:58:35+00:00,why are greggs doing vegan sausage rolls?! THE WHOLE POINT IS THE SAUSAGE IN A ROLL... if you are vegan just dont eat them.,187174798,2010-09-05T13:47:27.000Z,bercartier,my own ickle bubble,313,,1,0,0.0
975,1080614361301958656,2019-01-02 23:58:35+00:00,"Ba skatlo retena, baitsi hore vegan food e tura jwang. Nyoko yabona, yasis. https://t.co/WpdmsGoL1r",620803624,2012-06-28T08:49:25.000Z,Gingerellaar_,South Africa.,630,,0,0,0.0
985,1080614330725363712,2019-01-02 23:58:27+00:00,Happy New Year. Screen shot to see what your New Year has in store for you.....Fun\n#www.drnettlesbeauty.com #allnatural #organicfood #organicdrinks #vegan #vegans #Veganlife #naturalfoods  \n#nature... https://t.co/tdmufIggvS,585260255,2012-05-20T01:37:48.000Z,DrNettlesBeauty,Spanish Fort Alabama,115,,2,0,0.5719
992,1080614311666638850,2019-01-02 23:58:23+00:00,"@NotDrCMiller Seems like the type of guy to spend all day complaining about vegan sausage rolls, unknowingly while his best mate bucks his wife in the next room",946624320,2012-11-13T22:28:00.000Z,H93Chris,"South East, England",615,,0,0,0.7096
997,1080614305379336194,2019-01-02 23:58:21+00:00,I just saw vegan “bacon” in a meal prep &amp; I have so many questions.......,222615066,2010-12-03T22:59:44.000Z,aPERFECTblemish,ig | perfectblemish ,3415,,0,0,0.0
998,1080614301247959045,2019-01-02 23:58:20+00:00,Lol Chick Fil A made my friend forget that she was a vegan 😂,998730280969166848,2018-05-22T01:00:29.000Z,jeenthejeenius,"New Jersey, USA",399,,1,0,0.6249
1001,1080614294218264576,2019-01-02 23:58:19+00:00,@SuperNovs1 @CodexRex @WheatNOil @DKingBH I just told Ryan I could use a vegan (or keto) Great Guzoo to answer my 150 questions/day,209731766,2010-10-29T20:14:34.000Z,square_wheels,probably hunting or riding,309,,2,0,0.6249
1005,1080614283271114753,2019-01-02 23:58:16+00:00,@DylanBrailsford Vegan sausage eyyyy https://t.co/qVch1ytSJ6,883054903,2012-10-15T20:20:21.000Z,ItsKasaiRed,"Palutena's Temple, Skyworld",266,,0,0,0.0
1007,1080614272571461632,2019-01-02 23:58:14+00:00,@toby__dale @GreggsOfficial The best thing about it is Piers Morgan is raging. He says no one was waiting for a meat alternative sausage roll. I’m guessing you’d like to correct him but you’ll be blocked by now. I’m sure Sir Mo Farah and 3 billion others doing a January vegan diet will correct him!,283547723,2011-04-17T14:21:01.000Z,chod1986,"Carlisle, England",95,,0,0,0.2828
1010,1080614265260818432,2019-01-02 23:58:12+00:00,"@theDRoweshow Yes, but we recommend switching the buns to tostones as our brioche buns are not vegan.",216799991,2010-11-17T19:14:32.000Z,PinchoFactory,South Florida,4502,,0,0,0.6249
1013,1080614257442603010,2019-01-02 23:58:10+00:00,@MandipGill vegan vegan VEGAN .. it work???,23094692,2009-03-06T17:53:59.000Z,ladyfcoffee,"liverpool born, barnsley grown",612,,3,0,0.0
1015,1080614255630737408,2019-01-02 23:58:10+00:00,@SmoggyPower How do you know someone's a Vegan??? \n\nThey let you know!,109409145,2010-01-28T23:41:28.000Z,largejack1000,"Teesside, United Kingdom",2327,,1,0,0.0
1019,1080614252359102465,2019-01-02 23:58:09+00:00,"@tombomp We have vegan friends and it’s really fun to try new recipes that I can cook for them. I learned to make a mean minestrone, how to make Thai curries without fish sauce, and now actually WANT to eat eggplant",138943104,2010-05-01T02:49:44.000Z,aardvarkwizard,"Silver Spring, MD",4867,"Silver Spring, MD",1,0,0.8283
1020,1080614244813586433,2019-01-02 23:58:07+00:00,"Skills Exchange Timebank Social\nFriday 4th Jan 7pm @ #Nottingham #SumacCentre\nBuffet (mostly vegan), quiz, tomboa &amp; Sumac Bar.\nTime bank members carry out jobs for each other in exchange for Time Credits rather than money. – one credit for one hour’s work\nhttps://t.co/XnpBF5EMEQ https://t.co/HwsobifsB6",64096842,2009-08-09T02:53:08.000Z,veggiesnottm,"Nottingham, UK",4677,,0,0,0.6249
1021,1080614237859278848,2019-01-02 23:58:05+00:00,Vegan macaroni &amp; cheese https://t.co/yMYPwE0q8s https://t.co/XsyURwoAfm,927865892,2012-11-05T15:52:38.000Z,ShmosNet,‏صفحه ترفيهيه رومانسيه سياسية ,198,,0,0,0.0
1023,1080614223464579075,2019-01-02 23:58:02+00:00,Are you or someone you know curious about going dairy-free or trying a plant-based diet? Want to learn more facts like these? The FREE #PlantMilkChallenge 2019 is a great place to start.… https://t.co/pYLrUxoqVJ,50773657,2009-06-25T21:19:26.000Z,pammykro,,120,,1,0,0.9309
1024,1080614222646730752,2019-01-02 23:58:02+00:00,The Greggs vegan sausage roll comes out tomorrow! https://t.co/CSnSW2BbW6,16345202,2008-09-18T10:33:35.000Z,CosmopolitanUK,,346405,,4,0,0.0
1025,1080614219274432514,2019-01-02 23:58:01+00:00,"This whole Greggs thing only exemplifies how petty and stupid right-leaning provocateurs are: they think every change means they have to conform to it.\n\nLike, to them ""vegan sausage roll exists"" means ""no one is allowed to have meat"".\n\nThe Force? That's not how anything works! https://t.co/tVEce4wV8J",1558161230,2013-06-30T14:18:38.000Z,Jenny_AltLens,"Glasgow, Scotland",306,,6,4,-0.7712
1026,1080614213045776385,2019-01-02 23:57:59+00:00,Looking for vegan options in 2019? We’ve got you covered 😎\n~\n📸: Samuel Slutzky https://t.co/rbMLcI3i6B,28513026,2009-04-03T05:47:08.000Z,BlazingBagels,"Seattle, WA",349,,1,1,0.0
1030,1080614203852025857,2019-01-02 23:57:57+00:00,"@peachesindreams Went vegetarian in June, going to go full vegan eventually 💚",355019665,2011-08-14T17:58:47.000Z,npjewels,"Nashville, TN",3640,,2,0,0.0
1035,1080614198353117184,2019-01-02 23:57:56+00:00,"@cxreeey Personally, I don’t do seafood but yea. There’s some good as vegan/veggie food out there. Good luck! You got this.",1000241392705159169,2018-05-26T05:05:06.000Z,Isai_13_,"Davis, CA",158,,1,0,0.9184
1036,1080614197946433538,2019-01-02 23:57:56+00:00,"If the new year has you incorporating more plant-based meals, be sure to try the vegan options on our menu! 🌱 https://t.co/rOQbtXMmpQ",548845276,2012-04-09T01:21:21.000Z,Nomzilla,"Nashville, TN",1418,,1,0,0.3802
1037,1080614196851732480,2019-01-02 23:57:56+00:00,the amount of people quoting this thinking they’re being funny and edgy for saying they’d never go vegan......lol........nobody cares that you’re a weak bitch with no willpower who doesn’t care about animal lives or the planet https://t.co/P5e5FdWOd5,2329390327,2014-02-05T21:34:06.000Z,fruitpunchme,mi,793,,9,1,-0.6463
1040,1080614175746019328,2019-01-02 23:57:50+00:00,Best part of 2019 so far is seeing multiple softboys getting offended by a vegan sausage roll,342156529,2011-07-25T15:37:43.000Z,__vagabond_____,"Birmingham, UK",767,,2,0,0.4939
1041,1080614169525792768,2019-01-02 23:57:49+00:00,The Only American Male Weightlifter to Compete at the Olympics Is Vegan. This Is What He Eats… https://t.co/In1ycmnu4I,582148871,2012-05-16T20:42:36.000Z,marnie1417,dort wo ich gebraucht werde,198,,0,0,0.0
1042,1080614162739486720,2019-01-02 23:57:47+00:00,Soraya quand Nolan lui explique pk il est devenu Vegan https://t.co/5RycZ1b1Ts,713323281701593088,2016-03-25T11:14:58.000Z,SNNS_f,,85,,2,1,0.0
1046,1080614159191080961,2019-01-02 23:57:47+00:00,"@succisavirescit The meat found in sausage rolls, pies, burgers and anything else is flavoured and seasoned with predominantly plant based ingredients. Without those ingredients it would be borderline inedible. If you take a bite out of a pig it won't taste like a bacon sandwich you know",21157661,2009-02-18T01:50:11.000Z,asteven0316,England ,93,,4,0,-0.2755
1048,1080614150739496961,2019-01-02 23:57:45+00:00,"@Xenophon28 @irontoothedhag @petercoffin I didn't say there was anything wrong with it. I am very glad that you are vegan and even more glad that you are happy with it. Almost nobody is going to be happy eating nothing but bananas and soy milk, which is your way to affordable ethical(ish) eating.",620213229,2012-06-27T16:21:44.000Z,Incogneato6000,"Dallas, TX",301,,2,0,0.7134
1051,1080614144473206789,2019-01-02 23:57:43+00:00,"@Plippsa @GreggsOfficial @piersmorgan Some of Greggs' products were already actually vegan-friendly before the #VeganSausageRoll \nAlso, some vegans have no choice but to shop in supermarkets that sell animal flesh and secretions: this is no different.  Well done Greggs, I say\nhttps://t.co/fv2vl9rsrY",1637096839,2013-08-01T04:01:51.000Z,ForeverLurcher,,384,,2,0,-0.1901
1056,1080614138928398337,2019-01-02 23:57:42+00:00,@_rachelmorley Rachel if you’re now vegan we can no longer be friends,228738392,2010-12-20T14:58:07.000Z,JedThompson_,,177,"Yorkshire and The Humber, England",1,0,0.2263
1061,1080614105227149318,2019-01-02 23:57:34+00:00,Aldi adds affordable vegan ready meals ranges and store cupboard essentials to stores https://t.co/wisGaF8bDw,21908162,2009-02-25T19:44:07.000Z,carole9b,Cornwall,130,,0,0,0.3612
1062,1080614102597332997,2019-01-02 23:57:33+00:00,"Why the fuck does @piersmorgan care about a vegan sausage roll, bellend.",91994039,2009-11-23T11:32:44.000Z,jack90safc,,204,,0,0,-0.0772
1067,1080614084012322816,2019-01-02 23:57:29+00:00,@EliotHiggins Hard to understand why a pig wouldn't actually be in favour of vegan sausage rolls...,875816948126416898,2017-06-16T20:46:47.000Z,balmachreuchie,,680,,0,0,0.3612
1068,1080614078370918400,2019-01-02 23:57:27+00:00,@GreggsOfficial @peterjukes @piersmorgan Stuff a vegan roll down his oversized gob.,2910082550,2014-11-25T14:16:31.000Z,LineWriter_,,84,,0,0,0.0
1069,1080614073295925248,2019-01-02 23:57:26+00:00,"I have a very unpopular opinion that being Vegan is not expensive. Yes, I eat meat.\nNo, I’m not rich.",1014846429960048641,2018-07-05T12:20:18.000Z,dxtnnn,513,1456,,0,0,-0.6348
1070,1080614069919461376,2019-01-02 23:57:25+00:00,"@babymonsrapmon Yes, it’s VEGAN",1044864033780891650,2018-09-26T08:19:33.000Z,monkeyhoteI,ᵕ̈ 21 : she/her,5745,,0,0,0.4019
1071,1080614066694119424,2019-01-02 23:57:24+00:00,@piersmorgan I didn't know Greggs had a Vegan sausage roll but thanks to you I do now! Nice advertising for Greggs! Gonna get one for brekkie!,2819375555,2014-10-09T11:55:17.000Z,ruthsemailacc,,35,,0,0,0.8565
1074,1080614056749293569,2019-01-02 23:57:22+00:00,"Wednesday was just the easy day to start with, I'm off, and there's an excellent vegan place a five minute walk away. Onwards to another day.",309411152,2011-06-02T01:46:57.000Z,CharmingGrump,Winter. Edmonton. Your mind. ,2522,,3,0,0.765
1078,1080614039007436800,2019-01-02 23:57:18+00:00,Is vegan leather just a bougie ass way to say pleather or nah?,273554504,2011-03-28T18:24:35.000Z,ktrinafaye,,96,,1,0,-0.5994
1079,1080614029406679040,2019-01-02 23:57:16+00:00,"@cox_tom You don't need people in your life who get incensed over new varieties of sausage roll. Vegan sausage rolls are very on trend I understand, according to my PC guide 'The Underlying Agendas of Emerging High Street Pastries: How to Navigate the Minefields'",188906853,2010-09-09T21:54:03.000Z,roseheartreiki,Ufford,303,,25,0,-0.4588
1085,1080614022024777730,2019-01-02 23:57:14+00:00,not I gotta YouTube vegan bacon 💀 cus this look like a fruit by the foot or sumn 😂 https://t.co/oUicg9MZfk,1703523360,2013-08-27T02:48:50.000Z,YoMomaBitchh,"ya dreams , TX",533,,1,0,0.3612
1086,1080614016584740864,2019-01-02 23:57:13+00:00,Meat eaters: vegans r snowflakes!! Always crying!!\nGreggs: *releases vegan roll*\nMeat eaters: https://t.co/iLGrsRnebE,1209202482,2013-02-22T16:46:52.000Z,v_problematic,"England, United Kingdom",837,,0,0,0.0
1087,1080614014592475136,2019-01-02 23:57:12+00:00,@TitaniaMcGrath What are canines for?? You know the two pointing teeth that are for carnivores. Also feeding your cats and dogs that vegan trash they call food is animal abuse,783364190560026625,2016-10-04T17:52:32.000Z,CBeauchamp12344,"Wokingham, England",0,,0,0,-0.6767
1089,1080614003154608129,2019-01-02 23:57:09+00:00,"Tragic there’s actually people crying over Gregg’s doing a vegan sausage roll ffs, gonna grab one tomorrow man like vegans, V Gang reduce that meat intake",381152429,2011-09-27T20:47:56.000Z,EllisMexes,"England, United Kingdom",336,,4,0,-0.8126
1090,1080613994598084614,2019-01-02 23:57:07+00:00,I’m on a new vegan diet it only consists of cups of dirt and O2 atoms.🎱,1352713880,2013-04-14T20:13:51.000Z,Cassius_Tweets,,333,,0,0,-0.34
1093,1080613967129645056,2019-01-02 23:57:01+00:00,Might just become vegan as part of the piers morgan resistance,1465498776,2013-05-28T19:40:43.000Z,JosephEvans1011,Burnley (he/him),1252,,5,0,0.0
1096,1080613959940460544,2019-01-02 23:56:59+00:00,@SsssamanthaaMUA Go to Carl’s Jr. and get their vegan burger WHEEWWWE CHHILLLE🤤🤤🤤. They use the beyond meat burger patties and you can omit the cheese. https://t.co/wKuHHtNOtT,200744387,2010-10-10T03:43:46.000Z,andreawlsn,everywhere,901,,0,0,0.0
1098,1080613955373027329,2019-01-02 23:56:58+00:00,"@Phil_Page227 @ChrisGPackham @DawnSunrise1 @WeAreVeganuary Veganism has been around for a long time and getting your nutrition without the saturated fat and cholesterol, in a way that's better for the planet is something more and more are getting switched on to, I.Q. goes up and so do vegan numbers.",1005614603617865729,2018-06-10T00:56:19.000Z,ByronMurphy8,"East, England",366,,6,0,0.4404
1099,1080613950901739520,2019-01-02 23:56:57+00:00,"@ChrisGPackham @WeAreVeganuary Try being vegan &amp; gluten free, it's a food labelling nightmare! Keep going though, you're doing well 👍🏻",20397374,2009-02-08T22:16:47.000Z,lidstar,England,484,,0,0,0.69
1100,1080613950532739073,2019-01-02 23:56:57+00:00,@thelibrawrian @Travlyn @rgay Dang. I try to be a vegan person that is respectful of others. Can we at least get that back?,800033588423102464,2016-11-19T17:50:46.000Z,madisonkristiej,"madison, wi",366,,0,0,0.4588
1101,1080613943654211584,2019-01-02 23:56:55+00:00,The only reason I would become vegan is to annoy Piers Morgan. https://t.co/i7KJqd89Jj,14349464,2008-04-10T08:18:22.000Z,dippyjax,"London, England",640,,1,0,-0.4404
1103,1080613942253244417,2019-01-02 23:56:55+00:00,@EuanTennant1 @petercoffin I have to eat something. I choose the better alternative. Being a Vegan is superior to eating meat.,1008069274378887168,2018-06-16T19:30:18.000Z,Xenophon28,,256,,0,0,0.7506
1105,1080613937979293696,2019-01-02 23:56:54+00:00,Tbf probs not much difference between the vegan sausage roll and the normal one - no meat in either,404446899,2011-11-03T23:03:25.000Z,hanogorman,Manchester,297,,3,0,-0.296
1107,1080613933701054464,2019-01-02 23:56:53+00:00,greggs vegan sausage roll costs £1 im fucking livid,727257060635758594,2016-05-02T22:02:49.000Z,symbolsofjoy,"Manchester, England",442,"Manchester, England",1,0,-0.5849
1110,1080613932568592386,2019-01-02 23:56:53+00:00,Vegan Holocaust survivor wants to end the oppression of animals https://t.co/35jFwigxLP\n#thetruthaboutvegans,3397352692,2015-07-31T15:54:37.000Z,Rebearllious,TEOTWAWKI,316,,1,0,0.3612
1113,1080613928365944835,2019-01-02 23:56:52+00:00,@stillicides Can we GUARANTEE that Jeremy Corbyn’s fecal matter isn’t vegan though!!!!??? He might be ONE OF THEM.,2652218384,2014-07-16T23:00:05.000Z,_CharlieThePooh,"she/her Sheffield, England",692,,1,0,0.6748
1114,1080613928281882624,2019-01-02 23:56:51+00:00,Blue Bell making Mardi Gras King Cake Ice Cream available locally https://t.co/KSctUPZUnh Does this come in a #vegan #plantbased version?  LOL,16669580,2008-10-09T17:26:53.000Z,Atheria,"Santa Fe, New Mexico, USA",1366,,0,0,0.5473
1115,1080613926231072768,2019-01-02 23:56:51+00:00,Vegan bacon looks like fruit roll ups,41270364,2009-05-20T02:00:58.000Z,todders14,🏳️‍🌈🏳️‍🌈,1215,,2,0,0.3612
1116,1080613925991927809,2019-01-02 23:56:51+00:00,In Vegan January ....You will get sicker if you eat UK Supermarket Processed Vegan Food.... This processed vegan  stuff is full of chemicals and synthetic stuff....Read the Ingredients of the packets....Buy... https://t.co/xuBBZ2V2Cm,74995125,2009-09-17T12:04:26.000Z,AndreaFoulkes,"London ,Glastonbury  & Cosmic",738,,0,0,0.0
1118,1080613914470166529,2019-01-02 23:56:48+00:00,"@Ideias_Radicais @izzynobre @Ideias_Radicais, gosto de sobrecoxa e peito de frango assado dentro do papel aluminio, mas antes tu tira a pele, corta bem fininho e frita. Enquanto tu espera o frango ficar pronto tu coloca os torresminho vegan (pq é de frango e frango fica em arvore) no sanduiche pra esperar.",814111852410109952,2016-12-28T14:12:45.000Z,Fhoer_here,,9908,,61,0,-0.296
1120,1080613914071744513,2019-01-02 23:56:48+00:00,"@WestHamMatters @lottytaylor @markwhiley @GreggsOfficial The killer - I'm not even vegan. I was veggie for over a decade and then met my husband, who was a fast food fan. I got tired of waiting for the McDs vegetable deluxe and being cooked for as a student in church without people even thinking. I'm like the prostitute in Jericho.",23581013,2009-03-10T11:25:07.000Z,Kathy_Bramley,"Shipley, West Yorkshire, UK.",811,,0,0,-0.5267
1126,1080613897063804928,2019-01-02 23:56:44+00:00,"@3rdJohnsonboy It’s not vegan, but you do inspire my little boys to eat their vegetables. I tell them they need to be big and strong to play football like you... so they eat more veggies at dinner.",15756119,2008-08-06T22:27:08.000Z,CACrush,,49,,13,1,0.9505
1129,1080613886225723392,2019-01-02 23:56:41+00:00,"really not sure who's worse, the people complaining about Greggs vegan sausage rolls or the vegan army arguing with them",477140681,2012-01-28T21:50:51.000Z,_1tommwood,"Plymouth, England",2227,,0,0,-0.5402
1135,1080613865321390081,2019-01-02 23:56:36+00:00,@Dray2Arrogant Not even gonna lie vegan food hits sometimes,307459244,2011-05-29T17:36:46.000Z,unstablelog,"Oklahoma City, OK",647,,0,0,0.0
1139,1080613858258100224,2019-01-02 23:56:35+00:00,"@Walkmooner1 @jackbenedwards Lots of vegans think that meat is quite tasty and loved things like Greggs sausage rolls before they went vegan, they just have a ethical problem with the way that the animal product is produced. So here Greggs has created a tasty product which doesn’t use those methods😊",930953635865026561,2017-11-16T00:20:17.000Z,2amOceanBlueEye,Reputation tour London night 1,51,,16,0,0.8505
1143,1080613844693577728,2019-01-02 23:56:32+00:00,"We starting the new year vegan with everyone, NO BEEF.",405299904,2011-11-05T03:52:03.000Z,ladegnivatos,,153,,0,0,-0.4466
1149,1080613830626029568,2019-01-02 23:56:28+00:00,Greggs Has Launched A Vegan Sausage Roll Just In Time For Veganuary - https://t.co/gbBQ0RLK1w,1011992094255337473,2018-06-27T15:18:12.000Z,6dockC,,10,,0,0,0.128
1155,1080613816252149761,2019-01-02 23:56:25+00:00,@itvnews Why the hell would a vegan want to eat something that looks ... and probably smells of meat! Veggies/vegans grow up ...,301866798,2011-05-20T06:14:16.000Z,chrissyfincham,,486,,0,0,-0.68
1156,1080613811042828298,2019-01-02 23:56:24+00:00,All this talk about vegan sausage rolls makes me really really want a vegan sausage roll,2204943443,2013-12-02T18:41:55.000Z,2BirchTrees,Norfolk,265,,2,0,0.2195
1160,1080613800796131329,2019-01-02 23:56:21+00:00,Proteína #Vegan 💪🏽💪🏽🌱❣️ ➡️ https://t.co/aQFRAwaIL6 #FelizMiercoles #Tattoo #Fitness https://t.co/4JZlvdGvEh,3248428963,2015-06-18T04:25:15.000Z,MarzhePdL,,498483,,510,24,0.0
1163,1080613789936963584,2019-01-02 23:56:19+00:00,If Las Vegas can do it ... \nyou can too! #govegan #nevertoolate \nhttps://t.co/NBks0L9xT5,111243483,2010-02-04T07:39:13.000Z,kaylamariewho,"39.717414,-104.945349",374,"Denver, CO",0,0,0.0
1168,1080613770785943553,2019-01-02 23:56:14+00:00,@GreggsOfficial I might have missed the answer to this already but .. what exactly is in a vegan sausage roll? 🤔 #NotAVegan #AlsoNotAMeatEater,2878798560,2014-10-26T23:52:04.000Z,Clairebear5668,"England, United Kingdom",15,,0,0,-0.1531
1169,1080613770253103104,2019-01-02 23:56:14+00:00,@CharmingGrump The only way I could vegan is if I had friend I could call 25x a day to ask - “can I eat this ? Can I wear this ? Do I need to provide unsolicited feedback to someone eating meat that factory farming is bad ?” A vegan great Guzoo is essentially what I need,209731766,2010-10-29T20:14:34.000Z,square_wheels,probably hunting or riding,309,,1,0,0.6531
